2018-03-13 23:56:13 startup archives unpack
2018-03-19 21:23:11 status half-installed libgl1-mesa-glx:amd64 13.0.6-1+b2
2018-03-19 21:23:11 status unpacked libgl1-mesa-glx:amd64 13.0.6-1+b2
2018-03-19 21:23:11 status unpacked libgl1-mesa-glx:amd64 13.0.6-1+b2
2018-03-19 21:23:11 install libice6:amd64 <none> 2:1.0.9-2
2018-03-19 21:23:11 status half-installed libice6:amd64 2:1.0.9-2
2018-03-19 21:23:11 status unpacked libice6:amd64 2:1.0.9-2
2018-03-19 21:23:11 status unpacked libice6:amd64 2:1.0.9-2
2018-03-19 21:23:11 install libsm6:amd64 <none> 2:1.2.2-1+b3
2018-03-19 21:23:11 status half-installed libsm6:amd64 2:1.2.2-1+b3
2018-03-19 21:23:11 status unpacked libsm6:amd64 2:1.2.2-1+b3
2018-03-19 21:23:11 status unpacked libsm6:amd64 2:1.2.2-1+b3
2018-03-19 21:23:11 install libxt6:amd64 <none> 1:1.1.5-1
2018-03-19 21:23:11 status half-installed libxt6:amd64 1:1.1.5-1
2018-03-19 21:23:11 status unpacked libxt6:amd64 1:1.1.5-1
2018-03-19 21:23:11 status unpacked libxt6:amd64 1:1.1.5-1
2018-03-19 21:23:11 install libxmu6:amd64 <none> 2:1.1.2-2
2018-03-19 21:23:11 status half-installed libxmu6:amd64 2:1.1.2-2
2018-03-19 21:23:11 status unpacked libxmu6:amd64 2:1.1.2-2
2018-03-19 21:23:11 status unpacked libxmu6:amd64 2:1.1.2-2
2018-03-19 21:23:11 install libxpm4:amd64 <none> 1:3.5.12-1
2018-03-19 21:23:11 status half-installed libxpm4:amd64 1:3.5.12-1
2018-03-19 21:23:11 status unpacked libxpm4:amd64 1:3.5.12-1
2018-03-19 21:23:11 status unpacked libxpm4:amd64 1:3.5.12-1
2018-03-19 21:23:11 install libxaw7:amd64 <none> 2:1.0.13-1+b2
2018-03-19 21:23:11 status half-installed libxaw7:amd64 2:1.0.13-1+b2
2018-03-19 21:23:11 status unpacked libxaw7:amd64 2:1.0.13-1+b2
2018-03-19 21:23:11 status unpacked libxaw7:amd64 2:1.0.13-1+b2
2018-03-19 21:23:11 install libxcb-shape0:amd64 <none> 1.12-1
2018-03-19 21:23:11 status half-installed libxcb-shape0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-shape0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-shape0:amd64 1.12-1
2018-03-19 21:23:11 install libxcomposite1:amd64 <none> 1:0.4.4-2
2018-03-19 21:23:11 status half-installed libxcomposite1:amd64 1:0.4.4-2
2018-03-19 21:23:11 status unpacked libxcomposite1:amd64 1:0.4.4-2
2018-03-19 21:23:11 status unpacked libxcomposite1:amd64 1:0.4.4-2
2018-03-19 21:23:11 install libxft2:amd64 <none> 2.3.2-1+b2
2018-03-19 21:23:11 status half-installed libxft2:amd64 2.3.2-1+b2
2018-03-19 21:23:11 status unpacked libxft2:amd64 2.3.2-1+b2
2018-03-19 21:23:11 status unpacked libxft2:amd64 2.3.2-1+b2
2018-03-19 21:23:11 install libxinerama1:amd64 <none> 2:1.1.3-1+b3
2018-03-19 21:23:11 status half-installed libxinerama1:amd64 2:1.1.3-1+b3
2018-03-19 21:23:11 status unpacked libxinerama1:amd64 2:1.1.3-1+b3
2018-03-19 21:23:11 status unpacked libxinerama1:amd64 2:1.1.3-1+b3
2018-03-19 21:23:11 install libxmuu1:amd64 <none> 2:1.1.2-2
2018-03-19 21:23:11 status half-installed libxmuu1:amd64 2:1.1.2-2
2018-03-19 21:23:11 status unpacked libxmuu1:amd64 2:1.1.2-2
2018-03-19 21:23:11 status unpacked libxmuu1:amd64 2:1.1.2-2
2018-03-19 21:23:11 install libxrandr2:amd64 <none> 2:1.5.1-1
2018-03-19 21:23:11 status half-installed libxrandr2:amd64 2:1.5.1-1
2018-03-19 21:23:11 status unpacked libxrandr2:amd64 2:1.5.1-1
2018-03-19 21:23:11 status unpacked libxrandr2:amd64 2:1.5.1-1
2018-03-19 21:23:11 install libxv1:amd64 <none> 2:1.0.11-1
2018-03-19 21:23:11 status half-installed libxv1:amd64 2:1.0.11-1
2018-03-19 21:23:11 status unpacked libxv1:amd64 2:1.0.11-1
2018-03-19 21:23:11 status unpacked libxv1:amd64 2:1.0.11-1
2018-03-19 21:23:11 install libxxf86dga1:amd64 <none> 2:1.1.4-1+b3
2018-03-19 21:23:11 status half-installed libxxf86dga1:amd64 2:1.1.4-1+b3
2018-03-19 21:23:11 status unpacked libxxf86dga1:amd64 2:1.1.4-1+b3
2018-03-19 21:23:11 status unpacked libxxf86dga1:amd64 2:1.1.4-1+b3
2018-03-19 21:23:11 install x11-utils:amd64 <none> 7.7+3+b1
2018-03-19 21:23:11 status half-installed x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:12 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:12 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:12 install libatk-wrapper-java:all <none> 0.33.3-13+deb9u1
2018-03-19 21:23:12 status half-installed libatk-wrapper-java:all 0.33.3-13+deb9u1
2018-03-19 21:23:12 status unpacked libatk-wrapper-java:all 0.33.3-13+deb9u1
2018-03-19 21:23:12 status unpacked libatk-wrapper-java:all 0.33.3-13+deb9u1
2018-03-19 21:23:12 install libcairo-gobject2:amd64 <none> 1.14.8-1
2018-03-19 21:23:12 status half-installed libcairo-gobject2:amd64 1.14.8-1
2018-03-19 21:23:12 status unpacked libcairo-gobject2:amd64 1.14.8-1
2018-03-19 21:23:12 status unpacked libcairo-gobject2:amd64 1.14.8-1
2018-03-19 21:23:12 install libgtk-3-common:all <none> 3.22.11-1
2018-03-19 21:23:12 status half-installed libgtk-3-common:all 3.22.11-1
2018-03-19 21:23:12 status unpacked libgtk-3-common:all 3.22.11-1
2018-03-19 21:23:12 status unpacked libgtk-3-common:all 3.22.11-1
2018-03-19 21:23:12 install libcolord2:amd64 <none> 1.3.3-2
2018-03-19 21:23:12 status half-installed libcolord2:amd64 1.3.3-2
2018-03-19 21:23:12 status unpacked libcolord2:amd64 1.3.3-2
2018-03-19 21:23:12 status unpacked libcolord2:amd64 1.3.3-2
2018-03-19 21:23:12 install libepoxy0:amd64 <none> 1.3.1-2
2018-03-19 21:23:12 status half-installed libepoxy0:amd64 1.3.1-2
2018-03-19 21:23:12 status unpacked libepoxy0:amd64 1.3.1-2
2018-03-19 21:23:12 status unpacked libepoxy0:amd64 1.3.1-2
2018-03-19 21:23:12 install libjson-glib-1.0-common:all <none> 1.2.6-1
2018-03-19 21:23:12 status half-installed libjson-glib-1.0-common:all 1.2.6-1
2018-03-19 21:23:12 status unpacked libjson-glib-1.0-common:all 1.2.6-1
2018-03-19 21:23:12 status unpacked libjson-glib-1.0-common:all 1.2.6-1
2018-03-19 21:23:12 install libjson-glib-1.0-0:amd64 <none> 1.2.6-1
2018-03-19 21:23:12 status half-installed libjson-glib-1.0-0:amd64 1.2.6-1
2018-03-19 21:23:12 status unpacked libjson-glib-1.0-0:amd64 1.2.6-1
2018-03-19 21:23:12 status unpacked libjson-glib-1.0-0:amd64 1.2.6-1
2018-03-19 21:23:12 install libsoup2.4-1:amd64 <none> 2.56.0-2+deb9u1
2018-03-19 21:23:12 status half-installed libsoup2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:12 status unpacked libsoup2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:12 status unpacked libsoup2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:12 install libsoup-gnome2.4-1:amd64 <none> 2.56.0-2+deb9u1
2018-03-19 21:23:12 status half-installed libsoup-gnome2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:12 status unpacked libsoup-gnome2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:12 status unpacked libsoup-gnome2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:12 install librest-0.7-0:amd64 <none> 0.8.0-2
2018-03-19 21:23:12 status half-installed librest-0.7-0:amd64 0.8.0-2
2018-03-19 21:23:12 status unpacked librest-0.7-0:amd64 0.8.0-2
2018-03-19 21:23:12 status unpacked librest-0.7-0:amd64 0.8.0-2
2018-03-19 21:23:12 install libwayland-client0:amd64 <none> 1.12.0-1
2018-03-19 21:23:12 status half-installed libwayland-client0:amd64 1.12.0-1
2018-03-19 21:23:12 status unpacked libwayland-client0:amd64 1.12.0-1
2018-03-19 21:23:12 status unpacked libwayland-client0:amd64 1.12.0-1
2018-03-19 21:23:12 install libwayland-cursor0:amd64 <none> 1.12.0-1
2018-03-19 21:23:12 status half-installed libwayland-cursor0:amd64 1.12.0-1
2018-03-19 21:23:12 status unpacked libwayland-cursor0:amd64 1.12.0-1
2018-03-19 21:23:12 status unpacked libwayland-cursor0:amd64 1.12.0-1
2018-03-19 21:23:12 install libwayland-server0:amd64 <none> 1.12.0-1
2018-03-19 21:23:12 status half-installed libwayland-server0:amd64 1.12.0-1
2018-03-19 21:23:12 status unpacked libwayland-server0:amd64 1.12.0-1
2018-03-19 21:23:12 status unpacked libwayland-server0:amd64 1.12.0-1
2018-03-19 21:23:12 install libgbm1:amd64 <none> 13.0.6-1+b2
2018-03-19 21:23:12 status half-installed libgbm1:amd64 13.0.6-1+b2
2018-03-19 21:23:12 status unpacked libgbm1:amd64 13.0.6-1+b2
2018-03-19 21:23:12 status unpacked libgbm1:amd64 13.0.6-1+b2
2018-03-19 21:23:12 install libxcb-xfixes0:amd64 <none> 1.12-1
2018-03-19 21:23:12 status half-installed libxcb-xfixes0:amd64 1.12-1
2018-03-19 21:23:12 status unpacked libxcb-xfixes0:amd64 1.12-1
2018-03-19 21:23:12 status unpacked libxcb-xfixes0:amd64 1.12-1
2018-03-19 21:23:12 install libegl1-mesa:amd64 <none> 13.0.6-1+b2
2018-03-19 21:23:12 status half-installed libegl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:12 status unpacked libegl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:13 status unpacked libegl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:13 install libwayland-egl1-mesa:amd64 <none> 13.0.6-1+b2
2018-03-19 21:23:13 status half-installed libwayland-egl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:13 status unpacked libwayland-egl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:13 status unpacked libwayland-egl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:13 install libxcursor1:amd64 <none> 1:1.1.14-1+deb9u1
2018-03-19 21:23:13 status half-installed libxcursor1:amd64 1:1.1.14-1+deb9u1
2018-03-19 21:23:13 status unpacked libxcursor1:amd64 1:1.1.14-1+deb9u1
2018-03-19 21:23:13 status unpacked libxcursor1:amd64 1:1.1.14-1+deb9u1
2018-03-19 21:23:13 install xkb-data:all <none> 2.19-1+deb9u1
2018-03-19 21:23:13 status half-installed xkb-data:all 2.19-1+deb9u1
2018-03-19 21:23:13 status unpacked xkb-data:all 2.19-1+deb9u1
2018-03-19 21:23:13 status unpacked xkb-data:all 2.19-1+deb9u1
2018-03-19 21:23:13 install libxkbcommon0:amd64 <none> 0.7.1-2~deb9u1
2018-03-19 21:23:13 status half-installed libxkbcommon0:amd64 0.7.1-2~deb9u1
2018-03-19 21:23:13 status unpacked libxkbcommon0:amd64 0.7.1-2~deb9u1
2018-03-19 21:23:13 status unpacked libxkbcommon0:amd64 0.7.1-2~deb9u1
2018-03-19 21:23:13 install libgtk-3-0:amd64 <none> 3.22.11-1
2018-03-19 21:23:13 status half-installed libgtk-3-0:amd64 3.22.11-1
2018-03-19 21:23:13 status unpacked libgtk-3-0:amd64 3.22.11-1
2018-03-19 21:23:13 status unpacked libgtk-3-0:amd64 3.22.11-1
2018-03-19 21:23:13 install libgtk2.0-common:all <none> 2.24.31-2
2018-03-19 21:23:13 status half-installed libgtk2.0-common:all 2.24.31-2
2018-03-19 21:23:13 status unpacked libgtk2.0-common:all 2.24.31-2
2018-03-19 21:23:13 status unpacked libgtk2.0-common:all 2.24.31-2
2018-03-19 21:23:13 install libgtk2.0-0:amd64 <none> 2.24.31-2
2018-03-19 21:23:13 status half-installed libgtk2.0-0:amd64 2.24.31-2
2018-03-19 21:23:13 status unpacked libgtk2.0-0:amd64 2.24.31-2
2018-03-19 21:23:13 status unpacked libgtk2.0-0:amd64 2.24.31-2
2018-03-19 21:23:14 install libatk-wrapper-java-jni:amd64 <none> 0.33.3-13+deb9u1
2018-03-19 21:23:14 status half-installed libatk-wrapper-java-jni:amd64 0.33.3-13+deb9u1
2018-03-19 21:23:14 status unpacked libatk-wrapper-java-jni:amd64 0.33.3-13+deb9u1
2018-03-19 21:23:14 status unpacked libatk-wrapper-java-jni:amd64 0.33.3-13+deb9u1
2018-03-19 21:23:14 install libdrm-amdgpu1:amd64 <none> 2.4.74-1
2018-03-19 21:23:14 status half-installed libdrm-amdgpu1:amd64 2.4.74-1
2018-03-19 21:23:14 status unpacked libdrm-amdgpu1:amd64 2.4.74-1
2018-03-19 21:23:14 status unpacked libdrm-amdgpu1:amd64 2.4.74-1
2018-03-19 21:23:14 install libpciaccess0:amd64 <none> 0.13.4-1+b2
2018-03-19 21:23:14 status half-installed libpciaccess0:amd64 0.13.4-1+b2
2018-03-19 21:23:14 status unpacked libpciaccess0:amd64 0.13.4-1+b2
2018-03-19 21:23:14 status unpacked libpciaccess0:amd64 0.13.4-1+b2
2018-03-19 21:23:14 install libdrm-intel1:amd64 <none> 2.4.74-1
2018-03-19 21:23:14 status half-installed libdrm-intel1:amd64 2.4.74-1
2018-03-19 21:23:14 status unpacked libdrm-intel1:amd64 2.4.74-1
2018-03-19 21:23:14 status unpacked libdrm-intel1:amd64 2.4.74-1
2018-03-19 21:23:14 install libdrm-nouveau2:amd64 <none> 2.4.74-1
2018-03-19 21:23:14 status half-installed libdrm-nouveau2:amd64 2.4.74-1
2018-03-19 21:23:14 status unpacked libdrm-nouveau2:amd64 2.4.74-1
2018-03-19 21:23:14 status unpacked libdrm-nouveau2:amd64 2.4.74-1
2018-03-19 21:23:14 install libdrm-radeon1:amd64 <none> 2.4.74-1
2018-03-19 21:23:14 status half-installed libdrm-radeon1:amd64 2.4.74-1
2018-03-19 21:23:14 status unpacked libdrm-radeon1:amd64 2.4.74-1
2018-03-19 21:23:14 status unpacked libdrm-radeon1:amd64 2.4.74-1
2018-03-19 21:23:14 install libflac8:amd64 <none> 1.3.2-1
2018-03-19 21:23:14 status half-installed libflac8:amd64 1.3.2-1
2018-03-19 21:23:14 status unpacked libflac8:amd64 1.3.2-1
2018-03-19 21:23:14 status unpacked libflac8:amd64 1.3.2-1
2018-03-19 21:23:14 install libgail18:amd64 <none> 2.24.31-2
2018-03-19 21:23:14 status half-installed libgail18:amd64 2.24.31-2
2018-03-19 21:23:14 status unpacked libgail18:amd64 2.24.31-2
2018-03-19 21:23:14 status unpacked libgail18:amd64 2.24.31-2
2018-03-19 21:23:14 install libgail-common:amd64 <none> 2.24.31-2
2018-03-19 21:23:14 status half-installed libgail-common:amd64 2.24.31-2
2018-03-19 21:23:14 status unpacked libgail-common:amd64 2.24.31-2
2018-03-19 21:23:14 status unpacked libgail-common:amd64 2.24.31-2
2018-03-19 21:23:14 install libgif7:amd64 <none> 5.1.4-0.4
2018-03-19 21:23:14 status half-installed libgif7:amd64 5.1.4-0.4
2018-03-19 21:23:14 status unpacked libgif7:amd64 5.1.4-0.4
2018-03-19 21:23:14 status unpacked libgif7:amd64 5.1.4-0.4
2018-03-19 21:23:14 install libllvm3.9:amd64 <none> 1:3.9.1-9
2018-03-19 21:23:14 status half-installed libllvm3.9:amd64 1:3.9.1-9
2018-03-19 21:23:15 status unpacked libllvm3.9:amd64 1:3.9.1-9
2018-03-19 21:23:15 status unpacked libllvm3.9:amd64 1:3.9.1-9
2018-03-19 21:23:15 install libsensors4:amd64 <none> 1:3.4.0-4
2018-03-19 21:23:15 status half-installed libsensors4:amd64 1:3.4.0-4
2018-03-19 21:23:15 status unpacked libsensors4:amd64 1:3.4.0-4
2018-03-19 21:23:15 status unpacked libsensors4:amd64 1:3.4.0-4
2018-03-19 21:23:15 install libgl1-mesa-dri:amd64 <none> 13.0.6-1+b2
2018-03-19 21:23:15 status half-installed libgl1-mesa-dri:amd64 13.0.6-1+b2
2018-03-19 21:23:16 status unpacked libgl1-mesa-dri:amd64 13.0.6-1+b2
2018-03-19 21:23:16 status unpacked libgl1-mesa-dri:amd64 13.0.6-1+b2
2018-03-19 21:23:16 install libglib2.0-data:all <none> 2.50.3-2
2018-03-19 21:23:16 status half-installed libglib2.0-data:all 2.50.3-2
2018-03-19 21:23:16 status unpacked libglib2.0-data:all 2.50.3-2
2018-03-19 21:23:16 status unpacked libglib2.0-data:all 2.50.3-2
2018-03-19 21:23:16 install libgtk-3-bin:amd64 <none> 3.22.11-1
2018-03-19 21:23:16 status half-installed libgtk-3-bin:amd64 3.22.11-1
2018-03-19 21:23:16 status unpacked libgtk-3-bin:amd64 3.22.11-1
2018-03-19 21:23:16 status unpacked libgtk-3-bin:amd64 3.22.11-1
2018-03-19 21:23:16 install libgtk2.0-bin:amd64 <none> 2.24.31-2
2018-03-19 21:23:16 status half-installed libgtk2.0-bin:amd64 2.24.31-2
2018-03-19 21:23:16 status unpacked libgtk2.0-bin:amd64 2.24.31-2
2018-03-19 21:23:16 status unpacked libgtk2.0-bin:amd64 2.24.31-2
2018-03-19 21:23:16 install xorg-sgml-doctools:all <none> 1:1.11-1
2018-03-19 21:23:16 status half-installed xorg-sgml-doctools:all 1:1.11-1
2018-03-19 21:23:16 status unpacked xorg-sgml-doctools:all 1:1.11-1
2018-03-19 21:23:16 status unpacked xorg-sgml-doctools:all 1:1.11-1
2018-03-19 21:23:16 install x11proto-core-dev:all <none> 7.0.31-1
2018-03-19 21:23:16 status half-installed x11proto-core-dev:all 7.0.31-1
2018-03-19 21:23:16 status unpacked x11proto-core-dev:all 7.0.31-1
2018-03-19 21:23:16 status unpacked x11proto-core-dev:all 7.0.31-1
2018-03-19 21:23:16 install libice-dev:amd64 <none> 2:1.0.9-2
2018-03-19 21:23:16 status half-installed libice-dev:amd64 2:1.0.9-2
2018-03-19 21:23:16 status unpacked libice-dev:amd64 2:1.0.9-2
2018-03-19 21:23:16 status unpacked libice-dev:amd64 2:1.0.9-2
2018-03-19 21:23:16 install libpthread-stubs0-dev:amd64 <none> 0.3-4
2018-03-19 21:23:16 status half-installed libpthread-stubs0-dev:amd64 0.3-4
2018-03-19 21:23:16 status unpacked libpthread-stubs0-dev:amd64 0.3-4
2018-03-19 21:23:16 status unpacked libpthread-stubs0-dev:amd64 0.3-4
2018-03-19 21:23:16 install libvorbis0a:amd64 <none> 1.3.5-4+deb9u2
2018-03-19 21:23:16 status half-installed libvorbis0a:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:16 status unpacked libvorbis0a:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:16 status unpacked libvorbis0a:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:16 install libvorbisenc2:amd64 <none> 1.3.5-4+deb9u2
2018-03-19 21:23:16 status half-installed libvorbisenc2:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:16 status unpacked libvorbisenc2:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:16 status unpacked libvorbisenc2:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:16 install libsndfile1:amd64 <none> 1.0.27-3
2018-03-19 21:23:16 status half-installed libsndfile1:amd64 1.0.27-3
2018-03-19 21:23:16 status unpacked libsndfile1:amd64 1.0.27-3
2018-03-19 21:23:16 status unpacked libsndfile1:amd64 1.0.27-3
2018-03-19 21:23:16 install libpulse0:amd64 <none> 10.0-1+deb9u1
2018-03-19 21:23:16 status half-installed libpulse0:amd64 10.0-1+deb9u1
2018-03-19 21:23:16 status unpacked libpulse0:amd64 10.0-1+deb9u1
2018-03-19 21:23:16 status unpacked libpulse0:amd64 10.0-1+deb9u1
2018-03-19 21:23:16 install libsm-dev:amd64 <none> 2:1.2.2-1+b3
2018-03-19 21:23:16 status half-installed libsm-dev:amd64 2:1.2.2-1+b3
2018-03-19 21:23:16 status unpacked libsm-dev:amd64 2:1.2.2-1+b3
2018-03-19 21:23:16 status unpacked libsm-dev:amd64 2:1.2.2-1+b3
2018-03-19 21:23:16 install libxau-dev:amd64 <none> 1:1.0.8-1
2018-03-19 21:23:16 status half-installed libxau-dev:amd64 1:1.0.8-1
2018-03-19 21:23:16 status unpacked libxau-dev:amd64 1:1.0.8-1
2018-03-19 21:23:16 status unpacked libxau-dev:amd64 1:1.0.8-1
2018-03-19 21:23:16 install libxdmcp-dev:amd64 <none> 1:1.1.2-3
2018-03-19 21:23:16 status half-installed libxdmcp-dev:amd64 1:1.1.2-3
2018-03-19 21:23:16 status unpacked libxdmcp-dev:amd64 1:1.1.2-3
2018-03-19 21:23:16 status unpacked libxdmcp-dev:amd64 1:1.1.2-3
2018-03-19 21:23:16 install x11proto-input-dev:all <none> 2.3.2-1
2018-03-19 21:23:16 status half-installed x11proto-input-dev:all 2.3.2-1
2018-03-19 21:23:16 status unpacked x11proto-input-dev:all 2.3.2-1
2018-03-19 21:23:16 status unpacked x11proto-input-dev:all 2.3.2-1
2018-03-19 21:23:16 install x11proto-kb-dev:all <none> 1.0.7-1
2018-03-19 21:23:16 status half-installed x11proto-kb-dev:all 1.0.7-1
2018-03-19 21:23:16 status unpacked x11proto-kb-dev:all 1.0.7-1
2018-03-19 21:23:16 status unpacked x11proto-kb-dev:all 1.0.7-1
2018-03-19 21:23:16 install xtrans-dev:all <none> 1.3.5-1
2018-03-19 21:23:16 status half-installed xtrans-dev:all 1.3.5-1
2018-03-19 21:23:16 status unpacked xtrans-dev:all 1.3.5-1
2018-03-19 21:23:16 status unpacked xtrans-dev:all 1.3.5-1
2018-03-19 21:23:16 install libxcb1-dev:amd64 <none> 1.12-1
2018-03-19 21:23:16 status half-installed libxcb1-dev:amd64 1.12-1
2018-03-19 21:23:16 status unpacked libxcb1-dev:amd64 1.12-1
2018-03-19 21:23:16 status unpacked libxcb1-dev:amd64 1.12-1
2018-03-19 21:23:16 install libx11-dev:amd64 <none> 2:1.6.4-3
2018-03-19 21:23:16 status half-installed libx11-dev:amd64 2:1.6.4-3
2018-03-19 21:23:17 status unpacked libx11-dev:amd64 2:1.6.4-3
2018-03-19 21:23:17 status unpacked libx11-dev:amd64 2:1.6.4-3
2018-03-19 21:23:17 install libx11-doc:all <none> 2:1.6.4-3
2018-03-19 21:23:17 status half-installed libx11-doc:all 2:1.6.4-3
2018-03-19 21:23:17 status unpacked libx11-doc:all 2:1.6.4-3
2018-03-19 21:23:17 status unpacked libx11-doc:all 2:1.6.4-3
2018-03-19 21:23:17 install libxt-dev:amd64 <none> 1:1.1.5-1
2018-03-19 21:23:17 status half-installed libxt-dev:amd64 1:1.1.5-1
2018-03-19 21:23:17 status unpacked libxt-dev:amd64 1:1.1.5-1
2018-03-19 21:23:17 status unpacked libxt-dev:amd64 1:1.1.5-1
2018-03-19 21:23:17 install openjdk-8-jre:amd64 <none> 8u162-b12-1~deb9u1
2018-03-19 21:23:17 status half-installed openjdk-8-jre:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:17 status triggers-pending mime-support:all 3.60
2018-03-19 21:23:17 status unpacked openjdk-8-jre:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:17 status unpacked openjdk-8-jre:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:17 install openjdk-8-jdk-headless:amd64 <none> 8u162-b12-1~deb9u1
2018-03-19 21:23:17 status half-installed openjdk-8-jdk-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:18 status unpacked openjdk-8-jdk-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:18 status unpacked openjdk-8-jdk-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:18 install openjdk-8-jdk:amd64 <none> 8u162-b12-1~deb9u1
2018-03-19 21:23:18 status half-installed openjdk-8-jdk:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:18 status unpacked openjdk-8-jdk:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:18 status unpacked openjdk-8-jdk:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:18 install tcpd:amd64 <none> 7.6.q-26
2018-03-19 21:23:18 status half-installed tcpd:amd64 7.6.q-26
2018-03-19 21:23:18 status unpacked tcpd:amd64 7.6.q-26
2018-03-19 21:23:18 status unpacked tcpd:amd64 7.6.q-26
2018-03-19 21:23:18 install xdg-user-dirs:amd64 <none> 0.15-2+b1
2018-03-19 21:23:18 status half-installed xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:18 status unpacked xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:18 status unpacked xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:18 install xml-core:all <none> 0.17
2018-03-19 21:23:18 status half-installed xml-core:all 0.17
2018-03-19 21:23:18 status unpacked xml-core:all 0.17
2018-03-19 21:23:18 status unpacked xml-core:all 0.17
2018-03-19 21:23:18 install libtxc-dxtn-s2tc:amd64 <none> 1.0+git20151227-2
2018-03-19 21:23:18 status half-installed libtxc-dxtn-s2tc:amd64 1.0+git20151227-2
2018-03-19 21:23:18 status unpacked libtxc-dxtn-s2tc:amd64 1.0+git20151227-2
2018-03-19 21:23:18 status unpacked libtxc-dxtn-s2tc:amd64 1.0+git20151227-2
2018-03-19 21:23:18 startup packages configure
2018-03-19 21:23:18 configure libjson-glib-1.0-common:all 1.2.6-1 <none>
2018-03-19 21:23:18 status unpacked libjson-glib-1.0-common:all 1.2.6-1
2018-03-19 21:23:18 status half-configured libjson-glib-1.0-common:all 1.2.6-1
2018-03-19 21:23:18 status installed libjson-glib-1.0-common:all 1.2.6-1
2018-03-19 21:23:18 configure libgtk2.0-common:all 2.24.31-2 <none>
2018-03-19 21:23:18 status unpacked libgtk2.0-common:all 2.24.31-2
2018-03-19 21:23:18 status unpacked libgtk2.0-common:all 2.24.31-2
2018-03-19 21:23:18 status half-configured libgtk2.0-common:all 2.24.31-2
2018-03-19 21:23:18 status installed libgtk2.0-common:all 2.24.31-2
2018-03-19 21:23:18 configure libasyncns0:amd64 0.8-6 <none>
2018-03-19 21:23:18 status unpacked libasyncns0:amd64 0.8-6
2018-03-19 21:23:18 status half-configured libasyncns0:amd64 0.8-6
2018-03-19 21:23:18 status installed libasyncns0:amd64 0.8-6
2018-03-19 21:23:18 configure glib-networking-common:all 2.50.0-1 <none>
2018-03-19 21:23:18 status unpacked glib-networking-common:all 2.50.0-1
2018-03-19 21:23:18 status half-configured glib-networking-common:all 2.50.0-1
2018-03-19 21:23:18 status installed glib-networking-common:all 2.50.0-1
2018-03-19 21:23:18 configure libjpeg62-turbo:amd64 1:1.5.1-2 <none>
2018-03-19 21:23:18 status unpacked libjpeg62-turbo:amd64 1:1.5.1-2
2018-03-19 21:23:18 status half-configured libjpeg62-turbo:amd64 1:1.5.1-2
2018-03-19 21:23:18 status installed libjpeg62-turbo:amd64 1:1.5.1-2
2018-03-19 21:23:18 trigproc mime-support:all 3.60 <none>
2018-03-19 21:23:18 status half-configured mime-support:all 3.60
2018-03-19 21:23:18 status installed mime-support:all 3.60
2018-03-19 21:23:18 configure libpng16-16:amd64 1.6.28-1 <none>
2018-03-19 21:23:18 status unpacked libpng16-16:amd64 1.6.28-1
2018-03-19 21:23:18 status half-configured libpng16-16:amd64 1.6.28-1
2018-03-19 21:23:18 status installed libpng16-16:amd64 1.6.28-1
2018-03-19 21:23:18 configure liblcms2-2:amd64 2.8-4 <none>
2018-03-19 21:23:18 status unpacked liblcms2-2:amd64 2.8-4
